RESP_FINAL;VIDEOS;CATEGORY;SCF1R;SCF1_MOY;ETHNI_USR;HAIR_LENGTHR;HAIR_THICKNESSR;HAIR_TYPER;HAIR_GREYR;filename;eval_cluster;single_cluster;Image_SkinCluster
3139;1;Dark;1;36;4;6;4;4;2;313903_81.jpg;4;FAUX;4
3140;1;Dark;1;25;4;6;3;3;1;314003_81.jpg;4;FAUX;4
3141;1;Dark;3;53;3;4;3;3;2;314103_81.jpg;4;FAUX;4
3142;1;Light;4;63;1;5;3;3;5;314203_81.jpg;1;FAUX;2
3143;1;Dark;2;43;1;6;3;2;4;314303_81.jpg;2;VRAI;3
3144;1;Dark;1;27;4;7;3;3;1;314403_81.jpg;3;VRAI;4
3145;1;Dark;3;56;1;4;3;3;1;314503_81.jpg;2;FAUX;3
3146;1;Medium;4;62;1;4;3;3;5;314603_81.jpg;3;FAUX;4
3147;1;Medium;1;27;1;6;2;3;1;314703_81.jpg;1;VRAI;2
3148;1;Medium;1;25;1;6;2;3;1;314803_81.jpg;1;VRAI;3
3149;1;Dark;1;26;1;6;4;3;1;314903_81.jpg;1;VRAI;3
3150;1;Dark;3;54;3;5;3;3;3;315003_81.jpg;3;FAUX;4
3151;1;Medium;1;35;1;5;4;3;1;315103_81.jpg;2;VRAI;2
3152;1;Dark;1;25;3;5;4;6;2;315203_81.jpg;3;FAUX;3
3153;1;Medium;3;55;3;5;2;3;4;315303_81.jpg;3;VRAI;3
3154;1;Dark;4;67;7;5;4;3;5;315403_81.jpg;4;VRAI;5
3155;1;Medium;4;64;1;3;2;4;1;315503_81.jpg;2;FAUX;2
3156;1;Medium;4;60;1;4;2;4;4;315603_81.jpg;2;VRAI;3
3157;1;Dark;1;32;3;7;3;3;1;315703_81.jpg;3;FAUX;4
3158;1;Light;4;62;1;4;4;3;5;315803_81.jpg;1;FAUX;3
3159;1;Medium;2;44;1;5;3;4;1;315903_81.jpg;4;VRAI;2
3160;1;Dark;1;28;4;7;3;6;1;316003_81.jpg;2;VRAI;3
3161;1;Dark;1;30;2;7;4;3;1;316103_81.jpg;5;FAUX;4
3162;1;Medium;3;55;2;2;2;4;3;316203_81.jpg;5;VRAI;5
3163;1;Dark;1;26;2;7;4;4;1;316303_81.jpg;5;FAUX;5
3164;1;Dark;1;37;2;6;3;6;1;316403_81.jpg;5;VRAI;5
3165;1;Medium;2;46;3;7;3;3;2;316503_81.jpg;4;FAUX;4
3166;1;Dark;3;53;4;4;3;3;3;316603_81.jpg;4;FAUX;4
3167;1;Dark;2;41;3;7;4;3;4;316703_81.jpg;4;FAUX;4
3168;1;Light;4;66;7;2;3;3;2;316803_81.jpg;3;FAUX;3
3169;1;Dark;3;57;7;4;3;3;5;316903_81.jpg;3;VRAI;3
3170;1;Dark;1;36;4;6;4;3;1;317003_81.jpg;4;FAUX;4
3206;1;Light;1;25;4;7;3;4;1;320603_81.jpg;5;VRAI;5
3172;1;Medium;1;25;4;6;4;3;1;317203_81.jpg;4;FAUX;4
3173;1;Medium;2;41;4;6;3;3;1;317303_81.jpg;3;VRAI;4
3174;1;Medium;1;37;4;6;3;3;1;317403_81.jpg;2;FAUX;3
3175;1;Dark;1;32;2;7;4;3;1;317503_81.jpg;5;VRAI;6
3176;1;Dark;3;57;2;4;2;3;1;317603_81.jpg;6;VRAI;6
3177;1;Medium;1;29;2;7;5;3;1;317703_81.jpg;5;VRAI;5
3178;1;Dark;1;25;2;6;4;3;1;317803_81.jpg;5;FAUX;5
3179;1;Dark;1;30;2;4;1;6;1;317903_81.jpg;6;VRAI;5
3180;1;Dark;3;53;3;6;4;6;3;318003_81.jpg;5;VRAI;5
3181;1;Medium;2;43;1;5;5;3;1;318103_81.jpg;2;VRAI;3
3182;1;Dark;1;34;2;6;3;6;1;318203_81.jpg;5;VRAI;6
3183;1;Dark;1;30;2;5;4;6;1;318303_81.jpg;3;FAUX;4
3184;1;Dark;2;41;2;6;4;3;1;318403_81.jpg;5;FAUX;5
3185;1;Dark;2;44;2;6;4;3;1;318503_81.jpg;5;VRAI;6
3186;1;Dark;3;53;2;4;2;3;1;318603_81.jpg;5;VRAI;6
3187;1;Dark;1;26;4;6;2;3;2;318703_81.jpg;3;FAUX;4
3188;1;Dark;2;45;2;2;4;4;2;318803_81.jpg;5;FAUX;5
3189;1;Dark;1;26;2;4;2;6;1;318903_81.jpg;2;VRAI;3
3190;1;Light;3;53;4;5;3;3;1;319003_81.jpg;2;FAUX;4
3191;1;Dark;4;63;2;2;3;4;4;319103_81.jpg;5;VRAI;5
3192;1;Dark;2;45;2;6;3;2;2;319203_81.jpg;4;FAUX;4
3193;1;Dark;3;50;2;3;3;3;1;319303_81.jpg;5;VRAI;5
3194;1;Dark;3;52;2;3;3;4;2;319403_81.jpg;5;VRAI;5
3195;1;Light;1;32;2;7;4;6;1;319503_81.jpg;6;FAUX;6
3196;1;Dark;2;40;2;4;2;4;1;319603_81.jpg;5;FAUX;5
3197;1;Dark;1;30;2;3;3;6;1;319703_81.jpg;4;VRAI;4
3198;1;Medium;1;37;4;6;4;3;1;319803_81.jpg;4;FAUX;4
3199;1;Dark;1;25;2;2;2;6;1;319903_81.jpg;3;VRAI;3
3200;1;Dark;1;32;2;7;5;2;1;320003_81.jpg;5;VRAI;5
3201;1;Medium;2;44;2;2;4;3;3;320103_81.jpg;5;FAUX;5
3202;1;Dark;1;28;2;7;4;3;1;320203_81.jpg;5;VRAI;5
3203;1;Dark;1;25;2;4;3;4;1;320303_81.jpg;5;FAUX;5
3204;1;Dark;1;25;2;7;3;3;1;320403_81.jpg;4;FAUX;4
3205;1;Dark;3;54;2;4;4;4;2;320503_81.jpg;5;VRAI;5
3207;1;Dark;4;66;2;2;4;4;2;320703_81.jpg;6;VRAI;6
3208;1;Dark;1;32;2;5;3;6;1;320803_81.jpg;5;VRAI;6
3209;1;Dark;1;25;2;4;3;3;1;320903_81.jpg;5;FAUX;6
3210;1;Dark;1;25;2;5;4;4;1;321003_81.jpg;5;VRAI;5
3211;1;Dark;1;30;2;7;4;4;1;321103_81.jpg;5;FAUX;5
3214;1;Dark;4;63;2;2;3;3;3;321403_81.jpg;5;VRAI;6
3215;1;Dark;2;47;2;3;3;3;2;321503_81.jpg;5;VRAI;5
3216;1;Medium;3;54;2;5;4;4;2;321603_81.jpg;5;VRAI;6
3217;1;Dark;3;50;2;4;4;4;3;321703_81.jpg;5;VRAI;5
3218;1;Dark;2;47;2;4;4;4;2;321803_81.jpg;5;VRAI;5
3219;1;Dark;4;64;2;3;3;3;2;321903_81.jpg;5;FAUX;5
3220;1;Dark;2;45;2;5;3;3;2;322003_81.jpg;5;VRAI;6
3221;1;Dark;3;52;2;5;3;3;3;322103_81.jpg;6;VRAI;6
3222;1;Dark;1;25;2;4;5;5;1;322203_81.jpg;6;VRAI;6
3223;1;Dark;1;33;2;6;4;6;1;322303_81.jpg;6;FAUX;6
3224;1;Dark;1;34;2;7;4;6;1;322403_81.jpg;5;VRAI;5
3225;1;Dark;3;58;2;7;3;4;2;322503_81.jpg;6;VRAI;6
3226;1;Dark;1;26;2;6;5;3;1;322603_81.jpg;5;FAUX;6
3227;1;Dark;2;42;2;4;5;5;2;322703_81.jpg;5;VRAI;5
3228;1;Dark;2;41;2;4;3;3;2;322803_81.jpg;5;FAUX;5
3229;1;Medium;1;31;2;5;4;4;2;322903_81.jpg;6;VRAI;6
3231;1;Dark;3;54;2;7;3;4;1;323103_81.jpg;5;VRAI;6
3233;1;Dark;3;55;2;3;3;3;3;323303_81.jpg;5;VRAI;5
3232;1;Dark;1;36;2;5;3;3;1;323203_81.jpg;5;VRAI;6
3234;1;Dark;1;39;2;5;4;3;3;323403_81.jpg;5;VRAI;6
3235;1;Dark;1;31;2;4;4;6;2;323503_81.jpg;5;FAUX;6
3236;1;Medium;4;69;2;4;2;5;5;323603_81.jpg;6;VRAI;6
3237;1;Dark;1;25;2;2;5;3;1;323703_81.jpg;5;FAUX;5
3238;1;Medium;3;51;2;2;4;4;5;323803_81.jpg;6;VRAI;6
3239;1;Dark;1;32;2;3;3;6;5;323903_81.jpg;6;FAUX;6
3240;1;Dark;2;40;2;7;4;4;2;324003_81.jpg;4;FAUX;5
3241;1;Light;2;47;2;2;2;3;6;324103_81.jpg;6;VRAI;5
3242;1;Dark;1;33;2;4;4;3;1;324203_81.jpg;6;VRAI;6
3243;1;Dark;1;29;2;7;4;3;1;324303_81.jpg;6;VRAI;6
3244;1;Dark;2;42;2;7;3;3;2;324403_81.jpg;6;VRAI;6
3245;1;Dark;1;25;2;6;3;5;1;324503_81.jpg;6;VRAI;6
3246;1;Dark;2;41;2;3;2;5;2;324603_81.jpg;6;VRAI;6
3247;1;Medium;1;26;2;5;3;3;1;324703_81.jpg;5;VRAI;5
3248;1;Dark;4;68;2;6;3;4;5;324803_81.jpg;6;VRAI;6
3249;1;Dark;2;44;2;5;3;5;3;324903_81.jpg;6;VRAI;6
3250;1;Dark;2;45;2;3;2;6;1;325003_81.jpg;5;VRAI;5
3251;1;Dark;1;26;2;7;3;5;1;325103_81.jpg;5;FAUX;6
3252;1;Dark;1;38;2;5;4;6;2;325203_81.jpg;4;VRAI;4
3253;1;Dark;4;65;2;5;3;3;3;325303_81.jpg;6;VRAI;6
3254;1;Dark;1;29;2;3;4;3;1;325403_81.jpg;5;FAUX;4
3255;1;Dark;2;41;2;5;4;3;2;325503_81.jpg;5;VRAI;6
3256;1;Dark;1;37;2;3;4;4;1;325603_81.jpg;5;FAUX;4
3257;1;Dark;1;25;2;7;3;6;1;325703_81.jpg;6;VRAI;6
3258;1;Dark;4;61;2;7;3;3;1;325803_81.jpg;5;VRAI;6
3259;1;Dark;2;41;2;5;3;4;1;325903_81.jpg;5;VRAI;5
3260;1;Dark;1;33;2;7;2;6;1;326003_81.jpg;6;VRAI;6
3261;1;Dark;3;50;2;6;2;4;3;326103_81.jpg;6;VRAI;6
3266;1;Dark;2;49;2;4;3;2;3;326603_81.jpg;5;VRAI;5
2228;1;Dark;4;69;2;3;2;4;5;222803_81.jpg;6;VRAI;5
2241;1;Dark;4;65;2;4;4;4;3;224103_81.jpg;6;VRAI;6
2242;1;Dark;4;66;2;3;3;3;2;224203_81.jpg;6;VRAI;6
2247;1;Dark;3;54;2;2;2;4;2;224703_81.jpg;5;FAUX;4
2141;1;Dark;4;69;1;6;4;3;5;214103_81.jpg;3;FAUX;1
2180;1;Dark;1;32;2;2;4;6;1;218003_81.jpg;6;VRAI;6
2176;1;Dark;2;40;2;6;3;3;3;217603_81.jpg;4;VRAI;3
2177;1;Dark;2;43;2;6;3;3;1;217703_81.jpg;5;VRAI;5
2132;1;Medium;3;55;4;4;3;3;3;213203_81.jpg;2;VRAI;1
2164;1;Dark;2;41;4;5;2;6;1;216403_81.jpg;3;VRAI;3
2239;1;Dark;2;44;2;4;4;4;2;223903_81.jpg;5;VRAI;5
2181;1;Medium;4;62;4;5;1;3;5;218103_81.jpg;3;VRAI;3
2178;1;Medium;4;68;4;3;3;3;1;217803_81.jpg;3;VRAI;3
2167;1;Light;4;69;4;3;2;3;1;216703_81.jpg;3;FAUX;1
2165;1;Medium;1;34;4;5;2;6;1;216503_81.jpg;1;FAUX;1
2183;1;Dark;4;68;2;4;3;3;1;218303_81.jpg;5;VRAI;5
4221;1;Dark;1;29;2;6;4;4;1;422103_81.jpg;6;VRAI;6
4145;1;Dark;2;42;4;5;2;3;1;414503_81.jpg;4;VRAI;3
4120;1;Medium;1;25;4;4;3;3;1;412003_81.jpg;1;VRAI;1
4079;1;Medium;1;29;4;6;3;6;1;407903_81.jpg;2;FAUX;1
4029;1;Medium;3;59;1;6;3;4;4;402903_81.jpg;2;VRAI;1
2185;1;Dark;2;49;4;6;3;3;2;218503_81.jpg;2;VRAI;2
4146;1;Medium;3;59;4;5;2;4;2;414603_81.jpg;3;FAUX;3
4030;1;Dark;1;25;1;7;3;3;1;403003_81.jpg;1;VRAI;1
4031;1;Medium;1;28;1;6;3;6;1;403103_81.jpg;1;VRAI;1
2186;1;Dark;2;43;2;3;4;4;1;218603_81.jpg;6;FAUX;5
2153;1;Dark;2;41;2;2;4;4;2;215303_81.jpg;5;VRAI;5
2205;1;Dark;1;25;4;7;3;3;2;220503_81.jpg;2;VRAI;2
2162;1;Dark;2;42;3;7;4;6;2;216203_81.jpg;3;FAUX;4
2109;1;Dark;3;55;4;6;4;3;2;210903_81.jpg;2;FAUX;3
2131;1;Dark;4;63;4;4;3;3;2;213103_81.jpg;3;FAUX;1
4148;1;Dark;4;66;4;4;3;3;3;414803_81.jpg;4;FAUX;3
4166;1;Dark;3;57;2;6;4;4;2;416603_81.jpg;4;FAUX;4
4033;1;Light;3;55;1;6;3;3;2;403303_81.jpg;3;FAUX;1
3097;1;Medium;1;34;1;6;3;6;2;309703_81.jpg;2;VRAI;2
4056;1;Dark;1;25;3;6;3;6;1;405603_81.jpg;1;FAUX;1
4189;1;Dark;1;25;3;6;4;6;1;418903_81.jpg;3;FAUX;1
4150;1;Dark;1;25;4;6;4;3;1;415003_81.jpg;3;VRAI;3
4199;1;Dark;1;26;4;7;3;3;1;419903_81.jpg;3;VRAI;1
4202;1;Dark;1;26;4;5;3;3;1;420203_81.jpg;3;FAUX;1
4152;1;Dark;1;25;7;6;3;3;1;415203_81.jpg;3;FAUX;3
4151;1;Medium;4;64;4;6;4;3;2;415103_81.jpg;4;FAUX;3
4223;1;Medium;1;39;3;4;3;6;1;422303_81.jpg;3;VRAI;1
4235;1;Dark;1;25;4;5;3;3;1;423503_81.jpg;3;FAUX;3
4260;1;Dark;1;33;4;5;3;6;1;426003_81.jpg;3;VRAI;3
3101;1;Medium;2;48;1;5;4;3;1;310103_81.jpg;2;VRAI;4
4236;1;Dark;1;30;4;6;3;6;1;423603_81.jpg;3;FAUX;3
4198;1;Dark;1;25;4;5;3;3;1;419803_81.jpg;3;FAUX;3
4200;1;Dark;1;26;4;4;3;3;1;420003_81.jpg;3;VRAI;3
4237;1;Dark;2;42;4;7;3;6;2;423703_81.jpg;3;VRAI;1
4234;1;Dark;2;43;4;4;3;3;1;423403_81.jpg;4;FAUX;3
4266;1;Medium;1;37;2;5;4;3;1;426603_81.jpg;6;VRAI;6
4203;1;Medium;4;64;7;6;3;4;1;420303_81.jpg;3;FAUX;1
4168;1;Medium;1;35;1;6;3;3;1;416803_81.jpg;1;FAUX;1
4169;1;Dark;1;34;1;6;3;3;1;416903_81.jpg;1;FAUX;1
4225;1;Dark;2;43;4;6;3;4;1;422503_81.jpg;2;VRAI;3
4226;1;Dark;4;66;4;6;3;3;2;422603_81.jpg;3;FAUX;3
4233;1;Medium;1;30;4;5;4;3;1;423303_81.jpg;3;VRAI;3
4190;1;Medium;4;65;3;7;2;3;2;419003_81.jpg;3;VRAI;1
4204;1;Dark;1;25;4;6;3;3;1;420403_81.jpg;2;FAUX;3
4080;1;Dark;1;25;4;5;4;3;1;408003_81.jpg;3;FAUX;1
4086;1;Light;2;42;4;4;2;3;2;408603_81.jpg;3;VRAI;1
4032;1;Medium;4;69;1;4;3;3;3;403203_81.jpg;3;FAUX;1
4034;1;Medium;2;46;7;5;3;2;2;403403_81.jpg;2;FAUX;1
4149;1;Dark;1;27;4;7;3;3;1;414903_81.jpg;3;VRAI;3
4192;1;Dark;1;39;3;5;2;3;1;419203_81.jpg;3;FAUX;1
4194;1;Dark;4;67;4;4;3;3;1;419403_81.jpg;1;FAUX;1
4205;1;Dark;1;25;4;7;4;3;1;420503_81.jpg;3;VRAI;3
4206;1;Medium;4;61;4;4;3;6;1;420603_81.jpg;5;FAUX;4
4230;1;Medium;2;43;4;5;3;3;1;423003_81.jpg;3;FAUX;1
4253;1;Dark;1;31;4;7;3;3;1;425303_81.jpg;3;VRAI;3
4232;1;Dark;2;47;4;6;3;2;1;423203_81.jpg;2;VRAI;3
4229;1;Medium;1;25;4;7;4;3;1;422903_81.jpg;3;FAUX;1
4171;1;Dark;3;56;1;2;2;4;1;417103_81.jpg;1;VRAI;1
4227;1;Dark;1;25;4;7;3;3;1;422703_81.jpg;3;FAUX;3
4167;1;Medium;1;34;2;4;4;6;1;416703_81.jpg;4;FAUX;4
4193;1;Medium;4;64;1;6;3;3;1;419303_81.jpg;2;FAUX;2
4153;1;Dark;2;46;4;5;3;3;1;415303_81.jpg;3;VRAI;3
4170;1;Dark;3;56;3;4;3;3;1;417003_81.jpg;1;VRAI;1
4197;1;Dark;1;33;1;6;3;6;1;419703_81.jpg;2;FAUX;1
4228;1;Dark;1;32;4;7;4;2;1;422803_81.jpg;3;VRAI;3
4191;1;Dark;2;45;4;6;4;3;2;419103_81.jpg;2;FAUX;3
4172;1;Dark;1;25;1;5;3;2;1;417203_81.jpg;3;FAUX;1
4222;1;Dark;3;56;2;5;4;3;2;422203_81.jpg;5;FAUX;5
4207;1;Dark;1;26;2;6;4;4;1;420703_81.jpg;5;FAUX;4
4173;1;Dark;1;32;3;5;3;3;1;417303_81.jpg;1;VRAI;1
4195;1;Dark;3;57;4;4;3;6;5;419503_81.jpg;2;FAUX;1
4238;1;Dark;2;44;4;5;3;3;1;423803_81.jpg;4;VRAI;3
4063;1;Dark;1;30;4;3;3;3;1;406303_81.jpg;1;VRAI;1
4239;1;Medium;1;28;1;5;3;3;1;423903_81.jpg;3;FAUX;3
4035;1;Dark;1;32;3;6;3;6;1;403503_81.jpg;1;VRAI;1
4112;1;Dark;1;33;4;5;4;3;1;411203_81.jpg;3;FAUX;3
4087;1;Medium;1;26;4;5;3;4;1;408703_81.jpg;1;FAUX;1
4240;1;Medium;3;53;3;6;3;3;1;424003_81.jpg;4;FAUX;3
4082;1;Light;4;68;4;3;2;3;2;408203_81.jpg;3;VRAI;3
4065;1;Dark;1;25;1;7;3;3;1;406503_81.jpg;2;VRAI;1
4036;1;Dark;1;25;1;7;3;3;1;403603_81.jpg;1;FAUX;1
4154;1;Dark;1;31;4;6;3;3;1;415403_81.jpg;4;FAUX;3
4155;1;Dark;1;28;4;7;4;3;1;415503_81.jpg;4;FAUX;3
4156;1;Dark;1;25;4;4;3;3;1;415603_81.jpg;3;FAUX;3
4174;1;Dark;1;36;3;6;3;3;1;417403_81.jpg;1;VRAI;1
4157;1;Dark;2;48;4;5;4;3;1;415703_81.jpg;4;FAUX;3
4231;1;Dark;1;36;4;6;4;3;1;423103_81.jpg;3;FAUX;1
4113;1;Light;2;48;4;4;3;3;1;411303_81.jpg;3;FAUX;1
4175;1;Dark;1;36;3;5;4;4;1;417503_81.jpg;3;FAUX;1
4208;1;Dark;1;26;4;7;3;6;1;420803_81.jpg;4;FAUX;3
4241;1;Dark;1;39;4;5;3;3;1;424103_81.jpg;4;VRAI;2
4005;1;Dark;1;32;1;5;3;3;1;400503_81.jpg;2;FAUX;1
4106;1;Medium;1;26;4;5;4;3;1;410603_81.jpg;3;FAUX;1
4117;1;Dark;4;62;4;6;2;2;2;411703_81.jpg;3;FAUX;1
4014;1;Dark;1;37;3;7;3;6;1;401403_81.jpg;1;FAUX;1
4111;1;Dark;3;53;3;5;3;3;3;411103_81.jpg;3;FAUX;1
4201;1;Dark;1;26;4;5;3;6;1;420103_81.jpg;3;FAUX;1
4147;1;Dark;1;27;4;6;3;3;1;414703_81.jpg;3;FAUX;1
4242;1;Medium;1;32;4;6;3;4;1;424203_81.jpg;4;VRAI;2
4125;1;Dark;1;28;4;7;4;3;1;412503_81.jpg;2;FAUX;3
4037;1;Light;3;52;1;5;3;3;1;403703_81.jpg;2;FAUX;1
4243;1;Dark;3;53;4;5;3;3;2;424303_81.jpg;3;FAUX;3
4039;1;Dark;4;64;3;2;3;6;1;403903_81.jpg;3;FAUX;1
4038;1;Medium;2;46;1;3;3;3;1;403803_81.jpg;2;FAUX;1
4176;1;Dark;3;54;1;3;3;6;1;417603_81.jpg;2;FAUX;1
4209;1;Dark;1;39;4;7;3;3;1;420903_81.jpg;4;FAUX;3
4177;1;Medium;1;25;1;7;2;3;1;417703_81.jpg;1;FAUX;1
4244;1;Dark;4;67;4;7;3;6;1;424403_81.jpg;3;FAUX;3
4068;1;Dark;2;43;4;4;4;6;5;406803_81.jpg;2;FAUX;3
4075;1;Medium;3;54;4;6;3;3;5;407503_81.jpg;4;FAUX;2
4064;1;Dark;1;25;4;5;4;3;1;406403_81.jpg;3;FAUX;1
4067;1;Dark;1;25;4;3;3;6;1;406703_81.jpg;1;VRAI;1
4261;1;Dark;2;40;2;6;3;4;5;426103_81.jpg;5;FAUX;5
4066;1;Dark;3;52;4;7;3;6;1;406603_81.jpg;2;FAUX;1
4076;1;Dark;1;26;4;5;3;3;1;407603_81.jpg;2;VRAI;1
4178;1;Medium;3;58;1;7;3;6;1;417803_81.jpg;1;VRAI;1
4245;1;Dark;1;25;4;7;3;3;1;424503_81.jpg;3;VRAI;1
4246;1;Medium;1;30;4;4;3;2;1;424603_81.jpg;2;FAUX;1
4072;1;Dark;3;54;3;4;3;3;5;407203_81.jpg;3;VRAI;1
4179;1;Medium;1;27;1;6;2;3;1;417903_81.jpg;2;FAUX;3
4182;1;Dark;1;37;3;6;3;6;1;418203_81.jpg;3;FAUX;1
4183;1;Dark;1;32;1;7;3;3;1;418303_81.jpg;1;VRAI;1
4184;1;Medium;1;26;7;6;4;4;1;418403_81.jpg;1;FAUX;1
4247;1;Dark;1;34;4;5;4;4;1;424703_81.jpg;3;FAUX;3
4210;1;Dark;1;31;5;7;3;6;1;421003_81.jpg;4;FAUX;3
4224;1;Dark;1;27;4;6;3;6;1;422403_81.jpg;2;FAUX;2
4071;1;Dark;1;29;4;7;3;3;1;407103_81.jpg;1;VRAI;1
4248;1;Light;2;40;4;7;3;3;1;424803_81.jpg;3;FAUX;1
4040;1;Medium;3;54;1;4;3;3;3;404003_81.jpg;2;VRAI;2
4185;1;Medium;2;40;1;6;4;3;1;418503_81.jpg;1;FAUX;1
4265;1;Dark;2;43;2;7;4;4;2;426503_81.jpg;5;VRAI;5
4074;1;Medium;4;69;4;2;4;4;5;407403_81.jpg;3;FAUX;1
4254;1;Dark;1;34;4;5;4;3;1;425403_81.jpg;2;FAUX;1
4249;1;Dark;3;56;4;5;3;3;3;424903_81.jpg;3;FAUX;1
4250;1;Medium;3;54;4;5;3;3;1;425003_81.jpg;2;FAUX;2
4114;1;Dark;3;51;4;5;4;4;2;411403_81.jpg;3;FAUX;1
4213;1;Dark;2;49;4;5;4;4;2;421303_81.jpg;5;VRAI;4
4212;1;Dark;1;25;4;6;4;4;1;421203_81.jpg;4;VRAI;3
4130;1;Light;3;52;7;5;4;5;2;413003_81.jpg;3;FAUX;3
4211;1;Dark;1;31;4;7;4;3;2;421103_81.jpg;4;FAUX;4
4264;1;Dark;2;40;2;3;3;3;1;426403_81.jpg;5;FAUX;5
4263;1;Dark;1;28;2;4;4;4;2;426303_81.jpg;5;FAUX;4
4257;1;Dark;3;54;4;5;3;6;1;425703_81.jpg;3;FAUX;3
4159;1;Light;4;62;4;7;3;3;1;415903_81.jpg;4;VRAI;2
4140;1;Medium;3;56;4;5;3;3;1;414003_81.jpg;3;FAUX;3
4186;1;Light;1;27;1;5;3;3;1;418603_81.jpg;1;VRAI;1
4139;1;Dark;1;27;3;5;3;6;1;413903_81.jpg;3;FAUX;1
4180;1;Medium;1;25;1;5;3;6;1;418003_81.jpg;1;FAUX;1
4252;1;Light;2;46;1;5;3;3;1;425203_81.jpg;2;FAUX;1
4133;1;Dark;1;30;4;5;3;3;1;413303_81.jpg;3;FAUX;1
4255;1;Dark;1;27;4;5;4;4;1;425503_81.jpg;2;VRAI;1
4187;1;Dark;4;61;1;6;3;3;2;418703_81.jpg;1;FAUX;1
4220;1;Dark;4;64;2;4;3;3;1;422003_81.jpg;5;FAUX;4
